-9.388325,2.707044,5.193857,-0.609219,-2.193453,0.088433,0.521569,0
-9.361802,2.595743,5.491230,-0.649460,-2.188547,0.080652,0.521569,0
-9.729635,2.635080,5.065796,-0.674582,-2.258882,0.041272,0.513725,0
-10.085297,2.862549,4.860296,-0.671174,-2.356382,0.071611,0.439216,0
-9.385359,2.497471,5.253873,-0.554089,-2.198625,0.090524,0.356863,0
-9.172842,2.500256,5.331222,-0.577449,-2.150756,0.114009,0.270588,0
-9.940687,2.792161,4.632160,-0.641230,-2.336702,0.109534,0.192157,0
-8.755324,2.324573,5.689148,-0.516759,-2.054348,0.132239,0.109804,0
-9.673377,2.531833,5.058498,-0.627197,-2.248146,0.066689,0.047059,0
-9.014560,2.523645,5.522027,-0.573299,-2.094006,0.093486,0.047059,0
-9.137459,2.508107,5.167800,-0.587611,-2.148520,0.067672,0.047059,0
-9.885896,2.710420,5.142242,-0.641586,-2.300183,0.087345,0.047059,0
-9.560503,2.578232,4.909424,-0.677978,-2.223069,0.081669,0.047059,0
-9.825639,2.711167,4.671971,-0.637105,-2.320388,0.042740,0.047059,0
-8.310024,2.032573,5.520505,-0.503336,-1.949972,0.073848,0.047059,0
-9.465569,2.451815,5.277967,-0.569456,-2.199898,0.077772,0.047059,0
-9.075174,2.630694,5.421988,-0.604253,-2.108146,0.025623,0.047059,0
-8.411381,2.129682,5.613898,-0.479982,-1.979992,0.095555,0.047059,0
-8.678598,2.077414,5.593840,-0.462248,-2.024940,0.088947,0.047059,0
-9.013731,2.304713,5.378803,-0.541523,-2.120014,0.098264,0.047059,0
-8.206712,2.080080,5.768624,-0.476578,-1.921146,0.097895,0.047059,0
-8.739402,2.220156,5.565937,-0.521978,-2.018362,0.080088,0.047059,0
-9.280755,2.318985,5.083677,-0.538229,-2.142102,0.079484,0.047059,0
-8.484266,2.305884,5.703613,-0.553012,-1.976060,0.041233,0.047059,0
-8.411294,2.136400,5.677651,-0.504373,-1.937475,0.074356,0.047059,0
-8.872936,2.187923,5.401540,-0.500941,-2.074548,0.123591,0.047059,0
-8.638044,2.217331,5.700094,-0.528813,-2.013675,0.046645,0.047059,0
-8.737919,2.215234,5.355029,-0.544740,-2.029199,0.075428,0.047059,0
-9.264894,2.479236,5.403902,-0.562513,-2.129838,0.061892,0.047059,0
-9.277230,2.523370,5.275082,-0.632820,-2.170691,0.039750,0.047059,0
-9.124443,2.288346,5.374305,-0.548670,-2.122098,0.110183,0.047059,0
-8.950727,2.175536,5.292819,-0.472768,-2.077579,0.097279,0.047059,0
-9.119260,2.383315,5.248217,-0.581037,-2.130824,0.042461,0.047059,0
-8.980017,2.407380,5.536018,-0.594719,-2.083621,0.059378,0.047059,0
-9.034109,1.966355,5.234460,-0.448624,-2.098024,0.067435,0.047059,0
-9.257452,2.448152,5.349634,-0.599931,-2.155452,0.058370,0.047059,0
-8.959490,2.035547,5.208261,-0.513418,-2.052690,0.088619,0.047059,0
-8.368774,2.155608,5.613227,-0.484326,-1.964810,0.086463,0.047059,0
-9.045740,2.310210,5.405900,-0.531519,-2.105471,0.078728,0.047059,0
-8.988482,2.322392,5.477399,-0.524237,-2.107887,0.073623,0.047059,0
-8.376484,1.938284,5.701866,-0.420919,-1.963652,0.093796,0.047059,0
-9.359329,2.367389,5.240225,-0.610818,-2.181133,0.059824,0.047059,0
-7.999968,1.746343,5.813189,-0.395419,-1.853651,0.080112,0.047059,0
-9.492283,2.443091,5.179177,-0.613501,-2.188336,0.047927,0.047059,0
-9.076659,2.260205,5.372100,-0.547211,-2.131871,0.050836,0.047059,0
-8.457222,1.953678,5.671177,-0.457371,-1.967826,0.074706,0.047059,0
-9.047417,2.362150,5.313397,-0.570183,-2.097395,0.078045,0.047059,0
-8.929141,2.210297,5.318895,-0.520782,-2.098469,0.091296,0.047059,0
-8.756330,2.039877,5.619226,-0.491096,-2.036397,0.082815,0.047059,0
-8.873695,2.155538,5.444261,-0.498343,-2.088412,0.105006,0.047059,0
-8.544066,2.003056,5.714207,-0.458204,-1.988794,0.092672,0.047059,0
-8.527792,1.968997,5.596756,-0.420612,-1.997357,0.100701,0.047059,0
-8.508507,1.788550,5.463183,-0.418482,-1.987179,0.092276,0.047059,0
-8.397305,2.074318,5.902179,-0.464260,-1.962336,0.091423,0.047059,0
-7.986605,1.887991,5.774111,-0.389743,-1.867409,0.129334,0.047059,0
-9.065386,2.328688,5.335651,-0.567541,-2.122569,0.087379,0.047059,0
-8.210788,1.753930,5.796937,-0.359957,-1.905127,0.110607,0.047059,0
-8.077423,1.804564,5.838938,-0.388748,-1.889452,0.090769,0.047059,0
-8.149173,1.809383,5.760389,-0.372535,-1.904000,0.115056,0.047059,0
-8.089845,1.608065,5.814420,-0.346999,-1.883770,0.123506,0.047059,0
-8.142340,1.935613,5.720348,-0.463646,-1.893760,0.096162,0.047059,0
-8.504689,2.062856,5.620755,-0.447053,-1.962373,0.097024,0.047059,0
-8.868951,2.044760,5.487249,-0.498008,-2.037873,0.078029,0.047059,0
-7.873193,1.750877,5.951503,-0.355119,-1.829246,0.112020,0.047059,0
-8.379628,1.995835,5.782920,-0.439875,-1.952080,0.104824,0.047059,0
-8.449558,1.866254,5.634964,-0.408556,-1.973230,0.093063,0.047059,0
-8.476402,2.142385,5.586616,-0.467241,-1.968514,0.081975,0.047059,0
-8.990417,2.233544,5.627299,-0.510915,-2.089295,0.109938,0.047059,0
-8.620557,1.987137,5.711585,-0.474433,-1.988745,0.079124,0.047059,0
-8.599356,2.020027,5.674145,-0.462317,-1.979944,0.099712,0.047059,0
