-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.447059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.443137,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.364706,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.282353,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.203922,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.121569,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.050980,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
-9.373142,2.069103,1.698233,-0.533564,-2.620144,-0.322061,0.047059,0
